country,status,year,food_pc,education,hiv,population
Nicaragua,Developing,2004,,5.872187247,0.2,5360
Nicaragua,Developing,2005,,6.008129832,0.2,5465
Nicaragua,Developing,2006,,6.150033271,0.2,5570
Spain,Developed,1961,,3.500594937,0,30903.894
Spain,Developed,1962,12.16083449,3.59271525,0,31158.061
Spain,Developed,1963,12.30657741,3.688594397,0,31429.834
Spain,Developed,1964,12.27277954,3.788134132,0,31740.862
Spain,Developed,1965,12.32587423,3.89123555,0,32084.511
Spain,Developed,1966,12.4416195,3.997799091,0,32451.975
Spain,Developed,1967,12.44371541,4.107724539,0,32850.275
Spain,Developed,1968,12.50284754,4.220911021,0,33239.301
Spain,Developed,1969,12.53350409,4.337257007,0,33566.084
Spain,Developed,1970,12.56292399,4.45666031,0,33876.479
Spain,Developed,1971,12.57699013,4.57901809,0,34195.056
Spain,Developed,1972,12.61699564,4.704226845,0,34513.161
Spain,Developed,1973,12.61598411,4.832182422,0,34836.716
Spain,Developed,1974,12.68870161,4.962780007,0,35184.287
Spain,Developed,1975,12.66074514,5.095914133,0,35563.535
Spain,Developed,1976,12.67092356,5.231478674,0,35996.78
Spain,Developed,1977,12.67748437,5.369366849,0,36439
Spain,Developed,1978,12.70677906,5.50947122,0,36861.034
Spain,Developed,1979,12.73428673,5.651683693,0,37200.014
Spain,Developed,1980,12.81152269,5.795895516,0,37488.36
Spain,Developed,1981,12.83507579,5.941997283,0,37750.8
Spain,Developed,1982,12.88625931,6.089878928,0,37983.31
Spain,Developed,1983,12.8741104,6.239429733,0,38184.166
Spain,Developed,1984,12.900759,6.390538319,0,38362.861
Spain,Developed,1985,12.89265482,6.543092654,0,38534.853
Spain,Developed,1986,12.90561239,6.696980048,0,38707.556
Spain,Developed,1987,12.94135123,6.852087155,0,38880.702
Spain,Developed,1988,12.9954311,7.00829997,0,39053.881
Spain,Developed,1989,12.98356611,7.165503837,0,39214.523
Spain,Developed,1990,13.00955351,7.323583437,0.4,39350.769
Spain,Developed,1991,13.05236384,7.4824228,0.4,39461.418
Spain,Developed,1992,13.03685187,7.641905296,0.4,39552.28244
Spain,Developed,1993,13.07014037,7.80191364,0.5,39639.10847
Spain,Developed,1994,13.07290954,7.962329891,0.5,39710.79042
Spain,Developed,1995,13.0917406,8.12303545,0.5,39766.31869
Spain,Developed,1996,13.11112873,8.283911062,0.4,39858.19273
Spain,Developed,1997,13.12619883,8.444836816,0.4,39963.19165
Spain,Developed,1998,13.21200321,8.605692145,0.4,40103.52673
Spain,Developed,1999,13.20392126,8.766355825,0.4,40310.49574
Spain,Developed,2000,13.2027685,8.926705973,0.4,40650.7326
Spain,Developed,2001,13.22628039,9.086620055,0.4,41112.12205
Spain,Developed,2002,13.24139644,9.245974875,0.4,41710.81777
Spain,Developed,2003,13.23451362,9.404646584,0.4,42408.45477
Spain,Developed,2004,,9.562510675,0.4,43102.05335
Spain,Developed,2005,,9.719441984,0.4,43814.83443
Spain,Developed,2006,,9.875314694,0.4,44491.26972
Uganda,Least Developed,1961,,1.115366601,0,7471.533
Uganda,Least Developed,1962,10.75149832,1.153610316,0,7688.797
Uganda,Least Developed,1963,10.75611426,1.195318505,0,7913.96
Uganda,Least Developed,1964,10.73942711,1.240461805,0,8147.346
Uganda,Least Developed,1965,10.75154598,1.289005171,0,8389.294
Uganda,Least Developed,1966,10.74327407,1.340907874,0,8640.153
Uganda,Least Developed,1967,10.78098002,1.396123498,0,8900.294
Uganda,Least Developed,1968,10.76780104,1.454599947,0,9170.101
Uganda,Least Developed,1969,10.83689735,1.516279438,0,9449.977
Uganda,Least Developed,1970,10.87039124,1.581098504,0,9728.111
Uganda,Least Developed,1971,10.88073298,1.648987996,0,9983.229
Uganda,Least Developed,1972,10.9349173,1.719873079,0,10190.285
Uganda,Least Developed,1973,10.96203969,1.793673235,0,10385.004
Uganda,Least Developed,1974,10.95959795,1.870302259,0,10619.695
Uganda,Least Developed,1975,10.98333277,1.949668267,0,10890.181
Uganda,Least Developed,1976,10.89000265,2.031673686,0,11169.608
Uganda,Least Developed,1977,11.01145899,2.116215263,0,11457.758
Uganda,Least Developed,1978,11.09279768,2.203184056,0,11755.73
Uganda,Least Developed,1979,10.99916267,2.292465445,0,12032.167
Uganda,Least Developed,1980,10.90565244,2.38393912,0,12296.592
Uganda,Least Developed,1981,10.88699477,2.47747909,0,12595.972
Uganda,Least Developed,1982,10.88396048,2.57295368,0,12939.4
Uganda,Least Developed,1983,10.87140743,2.670225531,0,13321.2
Uganda,Least Developed,1984,10.91658003,2.769151597,0,13761.689
Uganda,Least Developed,1985,10.82387643,2.869583152,0,14225.933
Uganda,Least Developed,1986,10.79470923,2.971365783,0,14717.932
Uganda,Least Developed,1987,10.78924334,3.074339394,0,15283.05
Uganda,Least Developed,1988,10.8033393,3.178338205,0,15892.811
Uganda,Least Developed,1989,10.87686657,3.28319075,0,16500.123
Uganda,Least Developed,1990,11.00711564,3.388719883,10.2,17074.034
Uganda,Least Developed,1991,10.96285211,3.49474277,10.7,17686.71529
Uganda,Least Developed,1992,10.99465903,3.601070894,10.5,18319.87573
Uganda,Least Developed,1993,10.93720327,3.707510054,10.2,18999.60209
Uganda,Least Developed,1994,10.87735632,3.813860366,9.8,19687.43815
Uganda,Least Developed,1995,10.84592509,3.91991626,9.3,20237.07591
Uganda,Least Developed,1996,10.81618832,4.025466484,8.8,20784.04923
Uganda,Least Developed,1997,10.84024648,4.130294099,8.4,21382.95255
Uganda,Least Developed,1998,10.83643225,4.234176484,8,22010.06129
Uganda,Least Developed,1999,10.84530762,4.336885335,7.6,22719.72436
Uganda,Least Developed,2000,10.81718152,4.43818666,7.3,23431.95405
Uganda,Least Developed,2001,10.81021274,4.537840787,7,24150.07894
Uganda,Least Developed,2002,10.89751194,4.635602358,6.8,24912.60808
Uganda,Least Developed,2003,10.88839205,4.73122033,6.6,25746.3511
Uganda,Least Developed,2004,,4.824437977,6.4,26638.11299
Uganda,Least Developed,2005,,4.914992889,6.4,27582.72334
Uganda,Least Developed,2006,,5.002616973,6.3,28567.81271
United States,Developed,1961,,9.441255956,0,183691
United States,Developed,1962,13.05352836,9.581219932,0,186538
United States,Developed,1963,13.05898969,9.723700622,0,189242
United States,Developed,1964,13.07662901,9.867826055,0,191889
United States,Developed,1965,13.03467052,10.01276687,0,194303
United States,Developed,1966,13.03062652,10.15773629,0,196560
United States,Developed,1967,13.05307845,10.30199015,0,198712
United States,Developed,1968,13.06498247,10.44482689,0,200706
United States,Developed,1969,13.03769088,10.58558755,0,202677
United States,Developed,1970,13.04852532,10.72365576,0,205052
United States,Developed,1971,13.07176123,10.85845776,0,207661
United States,Developed,1972,13.05930341,10.98946239,0,209896
United States,Developed,1973,12.98593262,11.11618109,0,211909
United States,Developed,1974,13.01852565,11.2381679,0,213854
United States,Developed,1975,12.97485867,11.35501946,0,215973
United States,Developed,1976,13.02437825,11.46637501,0,218035
United States,Developed,1977,13.02863238,11.57191641,0,220239
United States,Developed,1978,13.01344071,11.67136809,0,222585
United States,Developed,1979,13.02846663,11.7644971,0,225055
United States,Developed,1980,13.04929098,11.85111308,0,227726.463
United States,Developed,1981,13.05646473,11.93106829,0,229966.237
United States,Developed,1982,13.03553847,12.00425757,0,232187.835
United States,Developed,1983,13.05890508,12.07061838,0,234307.207
United States,Developed,1984,13.05256907,12.13013076,0,236348.292
United States,Developed,1985,13.0768477,12.18281736,0,238466.283
United States,Developed,1986,13.06253691,12.22874344,0,240650.755
United States,Developed,1987,13.06462404,12.26801685,0,242803.533
United States,Developed,1988,13.076186,12.30078805,0,245021.414
United States,Developed,1989,13.07244785,12.32725009,0,247341.697
United States,Developed,1990,13.06423331,12.34763863,0.5,250131.894
United States,Developed,1991,13.06397366,12.36223192,0.5,253492.503
United States,Developed,1992,13.08420544,12.37135082,0.5,256894.189
United States,Developed,1993,13.08145167,12.3753588,0.5,260255.352
United States,Developed,1994,13.09741628,12.37466192,0.5,263435.673
United States,Developed,1995,13.09255699,12.36970882,0.5,266557.091
United States,Developed,1996,13.07374189,12.36099079,0.5,269667.391
United States,Developed,1997,13.07134279,12.34904167,0.5,272911.76
United States,Developed,1998,13.09333724,12.33443794,0.5,276115.288
United States,Developed,1999,13.11307207,12.31779866,0.5,279294.713
United States,Developed,2000,13.10687564,12.2997855,0.5,282338.631
United States,Developed,2001,13.09303288,12.28110272,0.5,285023.886
United States,Developed,2002,13.11618505,12.26249719,0.5,287675.526
United States,Developed,2003,13.10910857,12.24475838,0.5,290342.554
United States,Developed,2004,,12.22871837,0.5,293027.571
United States,Developed,2005,,12.21525181,0.6,295734.134
United States,Developed,2006,,12.20527599,0.6,298444.215
